Name,url
Réver FIFA 13,/player/188105/r%C3%A9ver/fifa13/
Paulinho FIFA 13,/player/187961/paulinho/fifa13/
Kwadwo Asamoah FIFA 13,/player/186832/kwadwo-asamoah/fifa13/
Sven Ulreich FIFA 13,/player/186569/sven-ulreich/fifa13/
Wojciech Szczęsny FIFA 13,/player/186153/wojciech-szcz%C4%99sny/fifa13/
Sebastian Giovinco FIFA 13,/player/184431/sebastian-giovinco/fifa13/
Fernando FIFA 13,/player/184134/fernando/fifa13/
Angelo Ogbonna FIFA 13,/player/183855/angelo-ogbonna/fifa13/
Balázs Dzsudzsák FIFA 13,/player/182879/bal%C3%A1zs-dzsudzs%C3%A1k/fifa13/
Lima FIFA 13,/player/180695/lima/fifa13/
Alexandre Pato FIFA 13,/player/180175/alexandre-pato/fifa13/
David Luiz FIFA 13,/player/179944/david-luiz/fifa13/
Pablo Osvaldo FIFA 13,/player/178535/pablo-osvaldo/fifa13/
Olivier Giroud FIFA 13,/player/178509/olivier-giroud/fifa13/
Alessio Cerci FIFA 13,/player/178393/alessio-cerci/fifa13/
Marouane Fellaini FIFA 13,/player/176944/marouane-fellaini/fifa13/
Dries Mertens FIFA 13,/player/175943/dries-mertens/fifa13/
Claudio Bravo FIFA 13,/player/174543/claudio-bravo/fifa13/
Davide Astori FIFA 13,/player/173198/davide-astori/fifa13/
Asmir Begovic FIFA 13,/player/172723/asmir-begovic/fifa13/
Kevin Mirallas FIFA 13,/player/172175/kevin-mirallas/fifa13/
Naldo FIFA 13,/player/171919/naldo/fifa13/
Daniel Sturridge FIFA 13,/player/171833/daniel-sturridge/fifa13/
Fábio Coentrão FIFA 13,/player/171688/f%C3%A1bio-coentr%C3%A3o/fifa13/
Cheick Tioté FIFA 13,/player/170783/cheick-tiot%C3%A9/fifa13/
Gervinho FIFA 13,/player/170733/gervinho/fifa13/
Urby Emanuelson FIFA 13,/player/169808/urby-emanuelson/fifa13/
Renato Augusto FIFA 13,/player/169195/renato-augusto/fifa13/
Miranda FIFA 13,/player/168609/miranda/fifa13/
Gonzalo Castro FIFA 13,/player/167431/gonzalo-castro/fifa13/
Gary Cahill FIFA 13,/player/164468/gary-cahill/fifa13/
Andrè Dias FIFA 13,/player/164300/andr%C3%A8-dias/fifa13/
Lassana Diarra FIFA 13,/player/163711/lassana-diarra/fifa13/
Bacary Sagna FIFA 13,/player/163419/bacary-sagna/fifa13/
Younès Kaboul FIFA 13,/player/163418/youn%C3%A8s-kaboul/fifa13/
Amorebieta FIFA 13,/player/162123/amorebieta/fifa13/
Ibrahim Afellay FIFA 13,/player/158372/ibrahim-afellay/fifa13/
Raúl Albiol FIFA 13,/player/157481/ra%C3%BAl-albiol/fifa13/
Clint Dempsey FIFA 13,/player/155897/clint-dempsey/fifa13/
Yuriy Zhirkov FIFA 13,/player/154950/yuriy-zhirkov/fifa13/
Aaron Lennon FIFA 13,/player/152747/aaron-lennon/fifa13/
Luisão FIFA 13,/player/148711/luis%C3%A3o/fifa13/
Raúl Meireles FIFA 13,/player/148224/ra%C3%BAl-meireles/fifa13/
Alexandr Anyukov FIFA 13,/player/148217/alexandr-anyukov/fifa13/
Vyacheslav Malafeev FIFA 13,/player/147794/vyacheslav-malafeev/fifa13/
Alexandr Samedov FIFA 13,/player/147621/alexandr-samedov/fifa13/
Verdú FIFA 13,/player/147004/verd%C3%BA/fifa13/
Gabi FIFA 13,/player/146954/gabi/fifa13/
Xabi Prieto FIFA 13,/player/146482/xabi-prieto/fifa13/
Alejandro Gómez FIFA 13,/player/143076/alejandro-g%C3%B3mez/fifa13/
Germán Denis FIFA 13,/player/142938/germ%C3%A1n-denis/fifa13/
Walter Montillo FIFA 13,/player/142773/walter-montillo/fifa13/
Lisandro López FIFA 13,/player/142707/lisandro-l%C3%B3pez/fifa13/
Willy Caballero FIFA 13,/player/139062/willy-caballero/fifa13/
Darren Fletcher FIFA 13,/player/138782/darren-fletcher/fifa13/
Andrés D'Alessandro FIFA 13,/player/138703/andr%C3%A9s-dalessandro/fifa13/
Diego Cavalieri FIFA 13,/player/137832/diego-cavalieri/fifa13/
Goran Pandev FIFA 13,/player/137506/goran-pandev/fifa13/
Stefan Kießling FIFA 13,/player/137262/stefan-kie%C3%9Fling/fifa13/
Luís Fabiano FIFA 13,/player/136194/lu%C3%ADs-fabiano/fifa13/
Alex FIFA 13,/player/136130/alex/fifa13/
Martín Demichelis FIFA 13,/player/134979/mart%C3%ADn-demichelis/fifa13/
Kolo Touré FIFA 13,/player/119152/kolo-tour%C3%A9/fifa13/
Diego Benaglio FIFA 13,/player/115533/diego-benaglio/fifa13/
Alexandr Kerzhakov FIFA 13,/player/109416/alexandr-kerzhakov/fifa13/
Phil Jagielka FIFA 13,/player/53914/phil-jagielka/fifa13/
Per Mertesacker FIFA 13,/player/53612/per-mertesacker/fifa13/
Emmanuel Adebayor FIFA 13,/player/53050/emmanuel-adebayor/fifa13/
Steven Pienaar FIFA 13,/player/50327/steven-pienaar/fifa13/
Diego Forlán FIFA 13,/player/49072/diego-forl%C3%A1n/fifa13/
Florent Malouda FIFA 13,/player/45601/florent-malouda/fifa13/
David Pizarro FIFA 13,/player/24248/david-pizarro/fifa13/
Brad Friedel FIFA 13,/player/11983/brad-friedel/fifa13/
Scott Parker FIFA 13,/player/8517/scott-parker/fifa13/
Tomáš Rosický FIFA 13,/player/8473/tom%C3%A1%C5%A1-rosick%C3%BD/fifa13/
Gareth Barry FIFA 13,/player/6826/gareth-barry/fifa13/
Cristian Chivu FIFA 13,/player/6747/cristian-chivu/fifa13/
Morgan De Sanctis FIFA 13,/player/4667/morgan-de-sanctis/fifa13/
Tiago FIFA 13,/player/4098/tiago/fifa13/
Sebastien Frey FIFA 13,/player/1289/sebastien-frey/fifa13/
Paolo Cannavaro FIFA 13,/player/1178/paolo-cannavaro/fifa13/
Ryan Giggs FIFA 13,/player/241/ryan-giggs/fifa13/
Emmanuel Emenike FIFA 13,/player/199835/emmanuel-emenike/fifa13/
Dušan Tadić FIFA 13,/player/199434/du%C5%A1an-tadi%C4%87/fifa13/
Leandro Damião FIFA 13,/player/198213/leandro-dami%C3%A3o/fifa13/
David Alaba FIFA 13,/player/197445/david-alaba/fifa13/
Paul Pogba FIFA 13,/player/195864/paul-pogba/fifa13/
Antoine Griezmann FIFA 13,/player/194765/antoine-griezmann/fifa13/
Younès Belhanda FIFA 13,/player/193738/youn%C3%A8s-belhanda/fifa13/
Xherdan Shaqiri FIFA 13,/player/193348/xherdan-shaqiri/fifa13/
Juan Cuadrado FIFA 13,/player/193082/juan-cuadrado/fifa13/
Kevin De Bruyne FIFA 13,/player/192985/kevin-de-bruyne/fifa13/
Adem Ljajić FIFA 13,/player/190544/adem-ljaji%C4%87/fifa13/
Eliaquim Mangala FIFA 13,/player/190531/eliaquim-mangala/fifa13/
Luuk de Jong FIFA 13,/player/189805/luuk-de-jong/fifa13/
Thiago FIFA 13,/player/189509/thiago/fifa13/
Giacomo Bonaventura FIFA 13,/player/189125/giacomo-bonaventura/fifa13/
Kevin Trapp FIFA 13,/player/188943/kevin-trapp/fifa13/
Senad Lulić FIFA 13,/player/188427/senad-luli%C4%87/fifa13/
Kyle Walker FIFA 13,/player/188377/kyle-walker/fifa13/
Bruno Ecuélé Manga FIFA 13,/player/188270/bruno-ecu%C3%A9l%C3%A9-manga/fifa13/
Mauricio Isla FIFA 13,/player/187800/mauricio-isla/fifa13/
Alan Dzagoev FIFA 13,/player/187735/alan-dzagoev/fifa13/
Mame Diouf FIFA 13,/player/187084/mame-diouf/fifa13/
Yann M'Vila FIFA 13,/player/187052/yann-mvila/fifa13/
Victor FIFA 13,/player/186789/victor/fifa13/
Danny Welbeck FIFA 13,/player/186146/danny-welbeck/fifa13/
Jonathan Biabiany FIFA 13,/player/184312/jonathan-biabiany/fifa13/
Bruno FIFA 13,/player/184120/bruno/fifa13/
Mohammed Abdellaoue FIFA 13,/player/184010/mohammed-abdellaoue/fifa13/
Jérôme Boateng FIFA 13,/player/183907/j%C3%A9r%C3%B4me-boateng/fifa13/
